	city	color	doors	prise	daytime	neighborhood	car_age	found
1380	Kazan	red	5+	1000-2000k	afternoon	bad	5+	found
1381	Saint Petersburg	grey	5+	700-1000k	morning	bad	4	found
1382	Novosibirsk	red	4	200-300k	morning	bad	5+	found
1383	Moscow	white	5+	150-200k	morning	good	4	not found
1384	Chelyabinsk	black	5+	2000k+	afternoon	mixed	1	not found
1385	Moscow	red	5+	300-500k	afternoon	bad	1	not found
1386	Novosibirsk	white	4	700-1000k	afternoon	good	3	not found
1387	Chelyabinsk	grey	4	200-300k	evening	mixed	2	not found
1388	Novosibirsk	blue	5+	300-500k	evening	bad	3	found
1389	Moscow	blue	5+	1000-2000k	night	bad	3	found
1390	Chelyabinsk	red	5+	150-200k	evening	bad	1	not found
1391	Yekaterinburg	grey	4	150-200k	evening	good	4	found
1392	Samara	blue	2	150-200k	morning	mixed	2	not found
1393	Yekaterinburg	blue	4	300-500k	afternoon	bad	2	found
1394	Moscow	white	2	500-700k	morning	good	1	not found
1395	Saint Petersburg	white	4	150-200k	evening	bad	4	not found
1396	Kazan	white	4	500-700k	morning	mixed	5+	found
1397	Kazan	black	2	2000k+	morning	bad	3	not found
1398	Moscow	black	5+	2000k+	evening	good	2	found
1399	Chelyabinsk	black	2	1000-2000k	afternoon	mixed	5+	found
1400	Samara	blue	2	2000k+	evening	bad	4	found
1401	Novosibirsk	blue	5+	200-300k	morning	mixed	5+	found
1402	Kazan	blue	2	150-200k	evening	good	2	not found
1403	Novosibirsk	black	2	1000-2000k	afternoon	mixed	3	not found
1404	Kazan	white	2	2000k+	morning	bad	2	not found
1405	Saint Petersburg	red	5+	700-1000k	evening	bad	2	found
1406	Chelyabinsk	blue	4	1000-2000k	afternoon	good	1	not found
1407	Saint Petersburg	black	5+	300-500k	night	bad	1	not found
1408	Saint Petersburg	grey	4	150-200k	night	mixed	1	not found
1409	Moscow	grey	4	700-1000k	evening	bad	5+	found
1410	Moscow	blue	2	150-200k	evening	bad	2	found
1411	Saint Petersburg	blue	4	2000k+	evening	bad	1	found
1412	Saint Petersburg	grey	2	700-1000k	night	bad	1	not found
1413	Chelyabinsk	white	2	700-1000k	night	mixed	2	found
1414	Chelyabinsk	blue	5+	200-300k	night	mixed	5+	found
1415	Yekaterinburg	black	5+	700-1000k	night	bad	4	not found
1416	Moscow	red	4	300-500k	afternoon	bad	4	found
1417	Yekaterinburg	grey	5+	1000-2000k	morning	bad	4	not found
1418	Kazan	black	2	300-500k	evening	bad	3	not found
1419	Samara	white	2	500-700k	morning	good	1	not found
1420	Novosibirsk	black	4	300-500k	afternoon	bad	1	not found
1421	Saint Petersburg	red	4	200-300k	morning	bad	3	found
1422	Saint Petersburg	blue	5+	700-1000k	night	mixed	1	found
1423	Novosibirsk	white	2	150-200k	evening	bad	3	not found
1424	Novosibirsk	red	4	200-300k	evening	bad	5+	found
1425	Kazan	grey	4	2000k+	morning	bad	2	found
1426	Saint Petersburg	red	4	1000-2000k	night	bad	1	found
1427	Moscow	blue	2	1000-2000k	night	mixed	5+	not found
1428	Chelyabinsk	blue	2	700-1000k	afternoon	good	2	found
1429	Novosibirsk	white	5+	1000-2000k	evening	bad	4	found
1430	Yekaterinburg	white	4	1000-2000k	morning	good	5+	not found
1431	Chelyabinsk	red	5+	1000-2000k	morning	bad	2	not found
1432	Moscow	red	5+	200-300k	evening	bad	3	found
1433	Samara	white	2	300-500k	night	good	4	not found
1434	Saint Petersburg	grey	4	1000-2000k	afternoon	mixed	4	not found
1435	Yekaterinburg	blue	4	1000-2000k	afternoon	bad	3	not found
1436	Yekaterinburg	red	4	200-300k	morning	bad	2	not found
1437	Novosibirsk	red	2	200-300k	evening	good	4	found
1438	Yekaterinburg	red	5+	500-700k	evening	mixed	2	found
1439	Chelyabinsk	white	2	200-300k	night	bad	5+	not found
1440	Saint Petersburg	red	4	700-1000k	afternoon	bad	5+	found
1441	Yekaterinburg	grey	5+	200-300k	afternoon	mixed	4	not found
1442	Kazan	white	5+	150-200k	evening	good	5+	found
1443	Moscow	white	2	200-300k	morning	mixed	4	found
1444	Yekaterinburg	grey	2	200-300k	evening	bad	4	found
1445	Novosibirsk	red	4	200-300k	night	good	5+	found
1446	Kazan	blue	5+	200-300k	night	bad	3	found
1447	Chelyabinsk	grey	4	700-1000k	afternoon	bad	3	not found
1448	Novosibirsk	black	5+	2000k+	morning	mixed	1	found
1449	Novosibirsk	red	2	1000-2000k	morning	bad	5+	found
1450	Kazan	black	5+	300-500k	evening	good	3	found
1451	Kazan	grey	5+	500-700k	afternoon	mixed	2	found
1452	Moscow	blue	5+	500-700k	night	bad	4	found
1453	Saint Petersburg	red	2	1000-2000k	afternoon	mixed	4	found
1454	Samara	white	4	500-700k	morning	bad	1	not found
1455	Samara	grey	2	2000k+	night	bad	2	found
1456	Kazan	black	5+	500-700k	night	bad	1	found
1457	Saint Petersburg	white	2	700-1000k	night	bad	2	not found
1458	Moscow	white	2	500-700k	evening	bad	1	found
1459	Moscow	black	4	200-300k	evening	good	1	found
1460	Chelyabinsk	white	5+	200-300k	afternoon	mixed	4	found
1461	Kazan	black	5+	150-200k	evening	bad	2	found
1462	Saint Petersburg	white	5+	2000k+	night	bad	2	found
1463	Saint Petersburg	grey	5+	150-200k	night	bad	1	found
1464	Kazan	black	5+	1000-2000k	evening	bad	5+	found
1465	Saint Petersburg	grey	4	700-1000k	night	bad	5+	found
1466	Kazan	black	4	1000-2000k	night	good	4	not found
1467	Samara	black	4	2000k+	afternoon	bad	5+	not found
1468	Moscow	black	4	500-700k	morning	bad	2	found
1469	Moscow	black	5+	2000k+	morning	good	1	found
1470	Chelyabinsk	black	4	500-700k	evening	mixed	3	found
1471	Novosibirsk	black	2	1000-2000k	night	mixed	2	not found
1472	Chelyabinsk	grey	2	500-700k	night	bad	2	not found
1473	Moscow	blue	2	150-200k	evening	bad	4	found
1474	Saint Petersburg	blue	5+	1000-2000k	evening	good	5+	found
1475	Moscow	grey	4	300-500k	morning	bad	1	not found
1476	Yekaterinburg	red	2	500-700k	morning	mixed	3	found
1477	Kazan	white	5+	200-300k	morning	bad	1	not found
1478	Chelyabinsk	blue	5+	1000-2000k	morning	bad	5+	not found
1479	Chelyabinsk	black	5+	150-200k	evening	good	3	found
1480	Samara	grey	5+	150-200k	night	bad	1	not found
1481	Samara	white	5+	700-1000k	afternoon	bad	2	found
1482	Samara	blue	4	500-700k	morning	good	1	found
1483	Moscow	grey	5+	500-700k	night	bad	2	found
1484	Kazan	blue	5+	500-700k	night	good	1	not found
1485	Chelyabinsk	blue	5+	1000-2000k	evening	bad	3	not found
1486	Moscow	grey	4	500-700k	evening	bad	4	found
1487	Moscow	blue	4	300-500k	night	mixed	4	not found
1488	Yekaterinburg	grey	5+	700-1000k	evening	good	5+	found
1489	Samara	grey	5+	150-200k	night	bad	1	found
1490	Samara	blue	4	200-300k	night	bad	1	found
1491	Samara	white	4	200-300k	morning	bad	4	not found
1492	Samara	grey	5+	500-700k	night	mixed	1	not found
1493	Novosibirsk	white	5+	300-500k	afternoon	bad	5+	found
1494	Samara	red	2	2000k+	night	bad	3	not found
1495	Kazan	black	4	700-1000k	morning	mixed	4	not found
1496	Novosibirsk	black	5+	150-200k	evening	good	3	not found
1497	Novosibirsk	black	5+	300-500k	night	good	3	found
1498	Novosibirsk	black	4	300-500k	night	bad	1	not found
1499	Novosibirsk	black	5+	150-200k	morning	mixed	1	not found
1500	Kazan	red	4	200-300k	morning	bad	5+	found
1501	Samara	red	4	2000k+	night	good	4	not found
1502	Novosibirsk	grey	5+	700-1000k	evening	bad	3	not found
1503	Kazan	blue	2	300-500k	evening	bad	4	not found
1504	Novosibirsk	black	2	150-200k	evening	mixed	4	not found
1505	Novosibirsk	grey	2	150-200k	afternoon	bad	5+	found
1506	Kazan	blue	5+	500-700k	morning	mixed	3	not found
1507	Kazan	black	2	1000-2000k	evening	good	3	not found
1508	Chelyabinsk	blue	4	2000k+	night	bad	4	found
1509	Kazan	red	4	1000-2000k	morning	bad	5+	not found
1510	Moscow	black	2	700-1000k	night	bad	4	found
1511	Kazan	white	2	150-200k	evening	good	2	not found
1512	Novosibirsk	blue	4	200-300k	evening	bad	2	found
1513	Samara	grey	5+	300-500k	morning	mixed	4	not found
1514	Chelyabinsk	blue	5+	1000-2000k	morning	bad	1	found
1515	Yekaterinburg	blue	2	2000k+	morning	mixed	3	found
1516	Saint Petersburg	blue	4	700-1000k	evening	bad	1	found
1517	Novosibirsk	grey	2	2000k+	afternoon	mixed	1	not found
1518	Kazan	red	5+	300-500k	afternoon	mixed	3	not found
1519	Moscow	black	4	2000k+	afternoon	good	4	not found
1520	Kazan	red	5+	300-500k	morning	bad	4	not found
1521	Kazan	black	5+	300-500k	evening	bad	3	found
1522	Chelyabinsk	blue	5+	300-500k	evening	good	4	not found
1523	Saint Petersburg	blue	5+	300-500k	night	bad	3	found
1524	Novosibirsk	white	4	300-500k	evening	mixed	2	not found
1525	Samara	grey	5+	1000-2000k	morning	bad	3	found
1526	Novosibirsk	blue	4	700-1000k	evening	bad	5+	found
1527	Saint Petersburg	blue	2	1000-2000k	evening	bad	2	not found
1528	Kazan	grey	5+	200-300k	evening	bad	2	found
1529	Kazan	blue	5+	300-500k	morning	mixed	5+	not found
1530	Samara	red	5+	150-200k	night	bad	1	found
1531	Novosibirsk	black	4	150-200k	afternoon	bad	3	found
1532	Chelyabinsk	grey	2	1000-2000k	evening	good	2	found
1533	Saint Petersburg	blue	4	2000k+	night	bad	1	found
1534	Yekaterinburg	grey	4	150-200k	evening	mixed	5+	not found
1535	Yekaterinburg	black	2	150-200k	evening	bad	4	found
1536	Moscow	white	2	200-300k	evening	bad	1	not found
1537	Samara	blue	5+	150-200k	afternoon	bad	5+	not found
1538	Chelyabinsk	grey	4	200-300k	night	good	5+	found
1539	Yekaterinburg	black	4	1000-2000k	evening	bad	2	found
1540	Chelyabinsk	black	2	150-200k	evening	bad	5+	not found
1541	Chelyabinsk	blue	4	200-300k	evening	bad	4	found
1542	Kazan	white	5+	200-300k	night	good	1	found
1543	Chelyabinsk	white	5+	2000k+	morning	good	5+	found
1544	Novosibirsk	blue	2	500-700k	evening	bad	5+	not found
1545	Chelyabinsk	white	5+	2000k+	evening	bad	2	found
1546	Yekaterinburg	black	4	1000-2000k	morning	bad	2	not found
1547	Saint Petersburg	blue	4	150-200k	morning	mixed	1	found
1548	Saint Petersburg	white	4	2000k+	morning	bad	3	found
1549	Chelyabinsk	red	2	200-300k	morning	good	3	not found
1550	Yekaterinburg	black	4	500-700k	evening	mixed	2	not found
1551	Novosibirsk	blue	4	700-1000k	morning	good	4	not found
1552	Samara	blue	4	2000k+	morning	bad	4	not found
1553	Yekaterinburg	blue	4	500-700k	evening	good	4	found
1554	Saint Petersburg	grey	4	300-500k	night	mixed	1	found
1555	Kazan	red	2	300-500k	afternoon	bad	3	not found
1556	Moscow	black	4	500-700k	evening	bad	4	found
1557	Kazan	black	2	150-200k	morning	bad	1	not found
1558	Kazan	white	5+	300-500k	afternoon	bad	4	not found
1559	Saint Petersburg	red	4	2000k+	night	good	3	not found
1560	Kazan	white	5+	2000k+	night	bad	5+	not found
1561	Chelyabinsk	black	2	500-700k	afternoon	good	4	not found
1562	Kazan	black	4	200-300k	morning	good	4	found
1563	Chelyabinsk	white	4	500-700k	morning	good	4	found
1564	Saint Petersburg	black	4	1000-2000k	evening	good	5+	found
1565	Chelyabinsk	black	5+	300-500k	evening	bad	1	found
1566	Novosibirsk	white	5+	1000-2000k	night	mixed	2	found
1567	Novosibirsk	red	2	2000k+	afternoon	good	5+	found
1568	Moscow	black	2	300-500k	night	mixed	1	not found
1569	Novosibirsk	black	5+	200-300k	night	mixed	4	not found
1570	Moscow	black	4	300-500k	night	mixed	2	not found
1571	Kazan	grey	4	150-200k	afternoon	bad	4	not found
1572	Samara	grey	2	500-700k	night	mixed	2	not found
1573	Kazan	white	4	200-300k	morning	mixed	5+	not found
1574	Moscow	black	2	150-200k	morning	bad	2	found
1575	Samara	grey	5+	300-500k	evening	bad	3	found
1576	Novosibirsk	black	5+	2000k+	morning	bad	2	not found
1577	Novosibirsk	black	5+	2000k+	night	bad	5+	not found
1578	Kazan	black	5+	300-500k	afternoon	mixed	5+	not found
1579	Saint Petersburg	black	5+	2000k+	morning	bad	4	not found
1580	Yekaterinburg	white	4	200-300k	night	bad	2	not found
1581	Saint Petersburg	black	5+	2000k+	afternoon	bad	2	not found
1582	Chelyabinsk	grey	4	1000-2000k	afternoon	bad	1	not found
1583	Kazan	red	2	500-700k	afternoon	bad	5+	found
1584	Saint Petersburg	black	2	700-1000k	night	bad	1	found
1585	Yekaterinburg	grey	5+	700-1000k	evening	bad	3	found
1586	Yekaterinburg	white	4	200-300k	afternoon	mixed	2	not found
1587	Saint Petersburg	red	4	300-500k	morning	mixed	2	not found
1588	Moscow	grey	5+	300-500k	evening	mixed	5+	found
1589	Kazan	red	2	1000-2000k	morning	bad	2	not found
1590	Chelyabinsk	blue	5+	500-700k	morning	bad	1	found
1591	Kazan	red	4	1000-2000k	morning	good	1	not found
1592	Moscow	red	5+	150-200k	evening	bad	4	not found
1593	Yekaterinburg	red	2	700-1000k	afternoon	good	2	found
1594	Moscow	red	2	200-300k	morning	good	1	not found
1595	Chelyabinsk	red	4	700-1000k	afternoon	bad	2	not found
1596	Novosibirsk	red	2	200-300k	afternoon	bad	3	not found
1597	Yekaterinburg	white	4	2000k+	night	bad	3	found
1598	Yekaterinburg	blue	5+	300-500k	afternoon	bad	4	not found
1599	Kazan	red	4	1000-2000k	morning	mixed	1	not found
1600	Saint Petersburg	grey	5+	2000k+	morning	mixed	4	found
1601	Chelyabinsk	red	4	1000-2000k	evening	mixed	5+	found
1602	Chelyabinsk	grey	5+	2000k+	evening	bad	2	found
1603	Novosibirsk	black	2	200-300k	morning	bad	2	found
1604	Yekaterinburg	white	5+	1000-2000k	night	mixed	1	found
1605	Novosibirsk	red	4	150-200k	night	bad	3	not found
1606	Yekaterinburg	blue	2	2000k+	afternoon	mixed	1	found
1607	Saint Petersburg	grey	4	300-500k	evening	good	3	not found
1608	Moscow	red	4	200-300k	morning	bad	3	not found
1609	Saint Petersburg	black	2	150-200k	night	mixed	1	not found
1610	Yekaterinburg	red	5+	500-700k	evening	bad	2	found
1611	Kazan	black	4	1000-2000k	evening	bad	4	found
1612	Kazan	white	5+	500-700k	evening	mixed	3	found
1613	Chelyabinsk	black	2	1000-2000k	afternoon	bad	2	not found
1614	Novosibirsk	blue	5+	300-500k	afternoon	mixed	3	found
1615	Kazan	blue	2	200-300k	afternoon	bad	2	found
1616	Samara	red	2	1000-2000k	morning	bad	1	not found
1617	Saint Petersburg	white	2	500-700k	afternoon	bad	4	not found
1618	Kazan	grey	2	300-500k	evening	bad	5+	not found
1619	Samara	grey	4	1000-2000k	night	good	4	not found
1620	Samara	black	4	150-200k	night	good	1	found
1621	Saint Petersburg	blue	4	700-1000k	morning	bad	4	not found
1622	Saint Petersburg	blue	2	200-300k	morning	good	3	not found
1623	Chelyabinsk	blue	2	150-200k	morning	bad	1	found
1624	Moscow	black	2	150-200k	night	bad	5+	found
1625	Saint Petersburg	black	5+	200-300k	evening	bad	3	not found
1626	Chelyabinsk	blue	5+	300-500k	afternoon	bad	2	not found
1627	Moscow	grey	5+	700-1000k	evening	mixed	2	found
1628	Moscow	blue	2	1000-2000k	evening	bad	2	not found
1629	Samara	blue	2	150-200k	evening	good	5+	found
1630	Moscow	white	2	2000k+	evening	bad	3	found
1631	Saint Petersburg	grey	4	150-200k	morning	bad	5+	found
1632	Kazan	red	5+	150-200k	night	mixed	5+	found
1633	Yekaterinburg	blue	4	1000-2000k	night	bad	5+	not found
1634	Novosibirsk	blue	5+	200-300k	morning	bad	5+	found
1635	Saint Petersburg	black	4	150-200k	afternoon	bad	4	found
1636	Saint Petersburg	red	2	150-200k	night	bad	2	not found
1637	Samara	grey	2	150-200k	afternoon	mixed	5+	found
1638	Samara	blue	5+	300-500k	night	mixed	4	not found
1639	Moscow	black	2	300-500k	night	bad	1	found
1640	Chelyabinsk	red	4	150-200k	night	bad	5+	found
1641	Novosibirsk	grey	2	700-1000k	night	bad	3	found
1642	Novosibirsk	red	4	300-500k	evening	bad	2	not found
1643	Saint Petersburg	black	5+	2000k+	evening	bad	4	not found
1644	Yekaterinburg	blue	5+	2000k+	night	bad	2	not found
1645	Kazan	blue	2	200-300k	evening	bad	1	found
1646	Moscow	red	5+	200-300k	night	good	2	not found
1647	Moscow	blue	5+	700-1000k	morning	bad	1	not found
1648	Moscow	red	5+	300-500k	evening	bad	5+	not found
1649	Yekaterinburg	red	2	200-300k	afternoon	bad	2	found
1650	Novosibirsk	red	2	150-200k	afternoon	bad	4	not found
1651	Saint Petersburg	white	2	2000k+	evening	bad	5+	not found
1652	Chelyabinsk	blue	5+	1000-2000k	afternoon	mixed	5+	not found
1653	Samara	grey	5+	500-700k	morning	bad	5+	not found
1654	Moscow	black	4	1000-2000k	evening	bad	1	not found
1655	Saint Petersburg	grey	4	700-1000k	morning	mixed	3	not found
1656	Samara	red	4	1000-2000k	evening	mixed	5+	found
1657	Novosibirsk	white	5+	300-500k	afternoon	bad	4	found
1658	Moscow	blue	5+	150-200k	afternoon	bad	1	found
1659	Novosibirsk	blue	5+	300-500k	evening	good	2	found
1660	Saint Petersburg	blue	4	200-300k	night	mixed	3	found
1661	Yekaterinburg	black	4	2000k+	night	good	5+	found
1662	Novosibirsk	white	5+	300-500k	afternoon	bad	2	found
1663	Kazan	blue	4	1000-2000k	afternoon	mixed	1	found
1664	Samara	blue	5+	300-500k	morning	mixed	1	found
1665	Yekaterinburg	red	5+	500-700k	morning	mixed	2	found
1666	Samara	black	5+	150-200k	afternoon	bad	2	found
1667	Novosibirsk	white	4	2000k+	afternoon	bad	2	not found
1668	Moscow	blue	4	150-200k	afternoon	good	3	not found
1669	Yekaterinburg	blue	4	2000k+	afternoon	bad	3	found
1670	Kazan	blue	5+	1000-2000k	morning	bad	2	found
1671	Yekaterinburg	grey	5+	700-1000k	evening	good	1	found
1672	Novosibirsk	black	4	700-1000k	morning	bad	4	found
1673	Chelyabinsk	grey	2	1000-2000k	afternoon	mixed	1	not found
1674	Kazan	red	2	700-1000k	afternoon	bad	3	not found
1675	Saint Petersburg	blue	5+	200-300k	night	good	2	not found
1676	Samara	grey	5+	150-200k	morning	bad	5+	found
1677	Saint Petersburg	grey	5+	300-500k	evening	bad	1	found
1678	Yekaterinburg	grey	4	500-700k	morning	mixed	3	found
1679	Novosibirsk	red	4	500-700k	evening	mixed	5+	found
1680	Novosibirsk	white	2	2000k+	afternoon	mixed	4	found
1681	Samara	white	2	300-500k	evening	mixed	4	not found
1682	Saint Petersburg	blue	5+	500-700k	afternoon	mixed	3	not found
1683	Kazan	grey	4	150-200k	evening	bad	3	not found
1684	Samara	black	2	500-700k	night	bad	4	not found
1685	Samara	grey	5+	150-200k	morning	bad	1	not found
1686	Samara	red	5+	2000k+	evening	mixed	5+	not found
1687	Novosibirsk	grey	4	500-700k	morning	bad	4	found
1688	Kazan	red	5+	1000-2000k	afternoon	bad	4	not found
1689	Saint Petersburg	grey	2	1000-2000k	morning	bad	3	not found
1690	Moscow	black	5+	1000-2000k	evening	good	2	found
1691	Chelyabinsk	blue	5+	150-200k	night	good	5+	found
1692	Samara	red	2	150-200k	night	bad	5+	not found
1693	Moscow	blue	2	2000k+	night	bad	5+	not found
1694	Samara	grey	5+	200-300k	morning	bad	4	not found
1695	Moscow	grey	4	300-500k	evening	bad	3	not found
1696	Chelyabinsk	white	4	500-700k	morning	mixed	1	found
1697	Novosibirsk	blue	4	300-500k	afternoon	mixed	3	not found
1698	Moscow	blue	4	500-700k	night	bad	2	found
1699	Samara	blue	5+	2000k+	afternoon	good	5+	not found
1700	Saint Petersburg	blue	2	150-200k	afternoon	bad	2	not found
1701	Chelyabinsk	red	2	200-300k	morning	mixed	5+	not found
1702	Saint Petersburg	grey	4	150-200k	afternoon	good	4	not found
1703	Novosibirsk	white	4	150-200k	morning	mixed	2	not found
1704	Samara	blue	5+	2000k+	night	bad	1	found
1705	Chelyabinsk	white	4	500-700k	morning	mixed	5+	not found
1706	Chelyabinsk	blue	2	500-700k	morning	bad	1	found
1707	Saint Petersburg	red	4	700-1000k	night	bad	1	found
1708	Moscow	blue	2	300-500k	morning	good	4	not found
1709	Moscow	red	2	1000-2000k	morning	bad	2	found
1710	Chelyabinsk	white	2	300-500k	night	good	5+	found
1711	Moscow	blue	2	1000-2000k	evening	bad	4	not found
1712	Kazan	red	2	500-700k	afternoon	bad	2	found
1713	Saint Petersburg	red	5+	150-200k	evening	good	2	found
1714	Samara	blue	4	1000-2000k	evening	bad	2	not found
1715	Saint Petersburg	red	4	150-200k	evening	bad	2	found
1716	Moscow	blue	5+	1000-2000k	night	bad	5+	found
1717	Samara	black	5+	500-700k	afternoon	bad	5+	found
1718	Moscow	white	4	1000-2000k	morning	good	3	found
1719	Moscow	red	4	700-1000k	morning	good	3	not found
1720	Samara	black	4	700-1000k	morning	good	5+	not found
1721	Samara	black	5+	700-1000k	afternoon	bad	5+	not found
1722	Kazan	blue	5+	700-1000k	evening	bad	4	not found
1723	Saint Petersburg	blue	5+	2000k+	morning	bad	1	not found
1724	Novosibirsk	blue	5+	700-1000k	morning	bad	3	not found
1725	Chelyabinsk	grey	4	200-300k	evening	mixed	2	found
1726	Saint Petersburg	black	4	1000-2000k	morning	bad	2	found
1727	Samara	blue	5+	500-700k	night	mixed	3	found
1728	Novosibirsk	red	2	150-200k	afternoon	bad	4	not found
1729	Chelyabinsk	red	5+	500-700k	morning	mixed	4	found
1730	Chelyabinsk	blue	4	700-1000k	evening	bad	1	not found
1731	Chelyabinsk	grey	2	1000-2000k	morning	good	5+	found
1732	Novosibirsk	grey	4	150-200k	afternoon	good	4	found
1733	Samara	red	4	300-500k	evening	bad	4	not found
1734	Novosibirsk	white	4	700-1000k	evening	good	1	not found
1735	Moscow	white	5+	150-200k	morning	good	4	found
1736	Samara	grey	5+	500-700k	afternoon	bad	5+	found
1737	Chelyabinsk	red	4	300-500k	evening	bad	2	not found
1738	Chelyabinsk	black	5+	2000k+	morning	bad	4	found
1739	Chelyabinsk	black	4	200-300k	night	good	5+	not found
1740	Moscow	grey	5+	150-200k	evening	mixed	2	not found
1741	Novosibirsk	blue	4	2000k+	evening	mixed	2	not found
1742	Samara	black	4	2000k+	afternoon	good	3	not found
1743	Chelyabinsk	red	5+	200-300k	night	good	5+	not found
1744	Novosibirsk	white	5+	150-200k	afternoon	bad	4	found
1745	Novosibirsk	black	4	200-300k	evening	mixed	1	not found
